date	right_id	type_of_right	airline_name	icao_airline	iata_airline	country	from_city	to_city	min_freq	max_freq	valid_from	valid_till	annul_date	given_by	given_date	annul_reason
10.06.2015	1031	Регулярні міжнародні	МАУ	AUI	PS	Республіка Польща	Вінниця	Гданськ	0	4	10.06.2015			Протокол засідання комісії ДАСУ №1 від 10.06.2015	10.06.2015	
22.03.2016	1026	Регулярні міжнародні	МАУ	AUI	PS	Грузія	Київ	Кутаїсі	0	7	10.06.2015			Протокол засідання комісії ДАС № 10 від 22.03.2016	22.03.2016	
10.06.2015	1032	Регулярні міжнародні	МАУ	AUI	PS	Федеративна Республіка Німеччина	Вінниця	Берлін	0	3	10.06.2015			Протокол засідання комісії ДАСУ №1 від 10.06.2015	10.06.2015	
10.06.2015	1028	Регулярні міжнародні	МАУ	AUI	PS	Російська Федерація	Одеса	Санкт-Петербург	0	7	10.06.2015			Протокол засідання комісії ДАСУ №1 від 10.06.2015	10.06.2015	
10.06.2015	1027	Регулярні міжнародні	МАУ	AUI	PS	Литовська Республіка	Одеса	Вільнюс	0	2	10.06.2015			Протокол засідання комісії ДАСУ №1 від 10.06.2015	10.06.2015	
10.06.2015	1033	Регулярні міжнародні	МАУ	AUI	PS	Республіка Польща	Харків	Варшава	0	2	10.06.2015			Протокол засідання комісії ДАСУ №1 від 10.06.2015	10.06.2015	
10.06.2015	1022	Регулярні міжнародні	АТЛАСДЖЕТ УКРАЇНА	UJX	UH	Російська Федерація	Одеса	Москва	0	7	10.06.2015	01.11.2025		Протокол засідання комісії ДАСУ №1 від 10.06.2015	10.06.2015	
06.05.2016	1030	Регулярні міжнародні	МАУ	AUI	PS	Королівство Іспанія	Львів	Мадрид	0	2	10.06.2015			Протокол засідання комісії ДАС № 12 від 28.04.2016	10.05.2016	
10.06.2015	1029	Регулярні міжнародні	МАУ	AUI	PS	Російська Федерація	Одеса	Москва	0	7	10.06.2015			Протокол засідання комісії ДАСУ №1 від 10.06.2015	10.06.2015	
10.06.2015	1020	Регулярні міжнародні	АТЛАСДЖЕТ УКРАЇНА	UJX	UH	Російська Федерація	Львів	Москва	0	7	10.06.2015	01.11.2025		Протокол засідання комісії ДАСУ №1 від 10.06.2015	10.06.2015	
12.04.2017	1024	Регулярні міжнародні	АТЛАСДЖЕТ УКРАЇНА	UJX	UH	Республіка Туреччина	Запоріжжя	Стамбул	0	10	10.06.2015	01.11.2025		Протокол засідання комісії ДАС № 23 від 28.03.2017	13.04.2017	
15.05.2014	974	Регулярні міжнародні	Українсько-середземноморські авіалінії	UKM	UF	Республіка Ірак	Київ	Багдад	0	2	15.05.2014			Протокол засідання комісії МІУ № 14 від 15.05.2014	12.06.2014	
15.05.2014	1011	Регулярні міжнародні	Дніпроавіа	UDN	Z6	Республіка Болгарія	Дніпро	Бургас	0	7	15.05.2014			Протокол засідання комісії МІУ № 14 від 15.05.2014	12.06.2014	
15.05.2014	1003	Регулярні міжнародні	Дніпроавіа	UDN	Z6	Російська Федерація	Харків	Москва	0	7	15.05.2014			Протокол засідання комісії МІУ № 14 від 15.05.2014	12.06.2014	
15.05.2014	1004	Регулярні міжнародні	Дніпроавіа	UDN	Z6	Республіка Австрія	Івано-Франківськ	Відень	0	7	15.05.2014			Протокол засідання комісії МІУ № 14 від 15.05.2014	12.06.2014	
20.03.2014	944	Регулярні міжнародні	МАУ	AUI	PS	Республіка Кіпр	Харків	Ларнака	0	2	20.03.2014			Протокол засідання комісії МІУ № 13 від 20.03.2014	23.04.2014	
20.03.2014	951	Регулярні міжнародні	Браво	BAY		Хашимітське Королівство Йорданія	Київ	Амман	0	2	20.03.2014			Протокол засідання комісії МІУ № 13 від 20.03.2014	23.04.2014	
20.03.2014	952	Регулярні міжнародні	Браво	BAY		Республіка Ірак	Київ	Багдад	0	2	20.03.2014			Протокол засідання комісії МІУ № 13 від 20.03.2014	23.04.2014	
31.01.2014	701	Регулярні міжнародні	РОЗА ВІТРІВ	WRC	7W	Республіка Кіпр	Дніпро	Ларнака	0	2	31.01.2014			Протокол засідання комісії МІУ № 11 від 31.01.2014	20.02.2014	
30.10.2015	711	Регулярні міжнародні	МАУ	AUI	PS	Ісламська Республіка Іран	Київ	Тегеран	0	7	31.01.2014	31.01.2024		Протокол засідання комісії ДАС №6 від 30.10.2015	30.10.2015	
15.05.2014	702	Регулярні міжнародні	МАУ	AUI	PS	Грузія	Київ	Батумі	0	14	31.01.2014			Протокол засідання комісії МІУ № 14 від 15.05.2014	12.06.2014	
31.01.2014	708	Регулярні міжнародні	МАУ	AUI	PS	Азербайджанська Республіка	Одеса	Баку	0	4	31.01.2014	31.01.2024		Протокол засідання комісії МІУ № 11 від 31.01.2014	20.02.2014	
31.01.2014	720	Регулярні міжнародні	МАУ	AUI	PS	Італійська Республіка	Львів	Рим	0	4	31.01.2014			Протокол засідання комісії МІУ № 11 ВІД 31.01.2014	20.02.2014	
31.01.2014	716	Регулярні міжнародні	МАУ	AUI	PS	Французька Республіка	Київ	Ніцца	0	7	31.01.2014	31.01.2024		Протокол засідання комісії МІУ № 11 від 31.01.2014	20.02.2014	
29.07.2015	712	Регулярні міжнародні	МАУ	AUI	PS	Держава Ізраїль	Львів	Тель-Авів	0	4	31.01.2014	31.01.2024		Протокол засідання комісії ДАС № 2 від 01.07.2015	29.07.2015	
31.01.2014	715	Регулярні міжнародні	МАУ	AUI	PS	Азербайджанська Республіка	Львів	Баку	0	3	31.01.2014	31.01.2024		Протокол засідання комісії МІУ № 11 від 31.01.2014	20.02.2014	
31.01.2014	710	Регулярні міжнародні	МАУ	AUI	PS	Королівство Бельгія	Київ	Льєж	0	7	31.01.2014	31.01.2024		Протокол засідання комісії МІУ № 11 від 31.01.2014	20.02.2014	
02.07.2015	713	Регулярні міжнародні	МАУ	AUI	PS	Держава Ізраїль	Харків	Тель-Авів	0	4	31.01.2014	31.01.2024		Протокол засідання комісії ДАСУ №2 від 01.07.2015	03.07.2015	
31.01.2014	717	Регулярні міжнародні	МАУ	AUI	PS	Республика Вірменія	Одеса	Єреван	0	4	31.01.2014			Протокол засідання комісії МІУ № 11 від 31.01.2014	20.02.2014	
27.12.2013	672	Регулярні міжнародні	МАУ	AUI	PS	Королівство Іспанія	Київ	Пальма де Мальорка	0	5	27.12.2013			Протокол засідання комісії МІУ № 10 від 27.12.2013	27.01.2014	
27.12.2013	680	Регулярні міжнародні	МАУ	AUI	PS	Республіка Кіпр	Львів	Ларнака	0	2	27.12.2013			Протокол засідання комісії МІУ № 10 від 27.12.2013	27.01.2014	
27.12.2013	682	Регулярні міжнародні	МАУ	AUI	PS	Республіка Кіпр	Одеса	Ларнака	0	3	27.12.2013			Протокол засідання комісії МІУ №	27.01.2014	
27.12.2013	670	Регулярні міжнародні	МАУ	AUI	PS	Туніська Республіка	Київ	Енфіда	0	6	27.12.2013			Протокол засідання комісії МІУ № 10 від 27.12.2013	27.01.2014	
27.12.2013	673	Регулярні міжнародні	МАУ	AUI	PS	Грецька Республіка	Київ	Салоніки	0	2	27.12.2013			Протокол засідання комісії МІУ № 10 від 27.12.2013	27.01.2014	
22.11.2013	649	Регулярні міжнародні	МАУ	AUI	PS	Республіка Таджикистан	Київ	Душанбе	0	3	22.11.2013	22.11.2023		Протокол засідання комісії МІУ № 9 від 22.11.2013	09.12.2013	
22.11.2013	639	Регулярні міжнародні	МАУ	AUI	PS	Республіка Узбекистан	Київ	Ташкент	0	2	22.11.2013			Протокол засідання комісії МІУ № 9 від 22.11.2013	09.12.2013	
22.11.2013	646	Регулярні міжнародні	МАУ	AUI	PS	Республіка Болгарія	Київ	Софія	0	7	22.11.2013			Протокол засідання комісії МІУ № 9 від 22.11.2013	09.12.2013	
22.11.2013	643	Регулярні міжнародні	МАУ	AUI	PS	Туркменістан	Київ	Ашгабад	0	3	22.11.2013			Протокол засідання комісії МІУ № 9 від 22.11.2013	09.12.2013	
30.10.2015	642	Регулярні міжнародні	МАУ	AUI	PS	Королівство Таїланд	Київ	Бангкок	0	7	22.11.2013			Протокол засідання комісії ДАС №6 від 30.10.2015	30.10.2015	
22.11.2013	647	Регулярні міжнародні	МАУ	AUI	PS	Королівство Швеція	Київ	Стокгольм	0	14	22.11.2013			Протокол засідання комісії МІУ № 9 від 22.11.2013	09.12.2013	
22.11.2013	635	Регулярні міжнародні	ЯнЕір ЛТД	ANR	YE	Держава Ізраїль	Київ	Тель-Авів	0	1	22.11.2013	22.11.2023		Протокол засідання комісії МІУ від 22.11.2013 № 9	09.12.2013	
22.11.2013	640	Регулярні міжнародні	МАУ	AUI	PS	США	Київ	Нью-Йорк	0	7	22.11.2013			Протокол засідання комісії МІУ № 9 від 22.11.2013	09.12.2013	
22.11.2013	650	Регулярні міжнародні	Дніпроавіа	UDN	Z6	Азербайджанська Республіка	Дніпро	Баку	0	7	22.11.2013	22.11.2023		Протокол засідання комісії МІУ № 9 від 22.11.2013	09.12.2013	
06.05.2016	644	Регулярні міжнародні	МАУ	AUI	PS	Республіка Білорусь	Київ	Мінськ	0	21	22.11.2013			Протокол засідання комісії ДАС № 12 від 28.04.2016	10.05.2016	
22.11.2013	645	Регулярні міжнародні	МАУ	AUI	PS	Республіка Молдова	Київ	Кишинеу	0	7	22.11.2013			Протокол засідання комісії МІУ № 9 від 22.11.2013	09.12.2013	
18.10.2013	626	Регулярні міжнародні	ЯнЕір ЛТД	ANR	YE	Держава Ізраїль	Вінниця	Тель-Авів	0	4	18.10.2013	18.10.2023		Протокол засідання комісії МІУ № 8 від 18.10.2013	31.10.2013	
18.10.2013	625	Регулярні міжнародні	ЯнЕір ЛТД	ANR	YE	Грузія	Київ	Тбілісі	0	7	18.10.2013			Протокол засідання комісії МІУ № 8 від 18.10.2013	31.10.2013	
02.07.2015	563	Регулярні міжнародні	Мотор Січ	MSI	М9	Російська Федерація	Запоріжжя	Москва	0	7	04.10.2013			Протокол засідання комісії ДАСУ №2 від 01.07.2015	03.07.2015	
06.10.2015	556	Регулярні міжнародні	ЯнЕір ЛТД	ANR	YE	Російська Федерація	Київ	Москва	0	14	04.10.2013			Протокол засідання комісії ДАС №5 від 06.10.2015	06.10.2015	
09.12.2015	493	Регулярні міжнародні	Азур Ейр Україна	UTN	QU	Російська Федерація	Львів	Москва	0	7	20.09.2013			Протокол засідання комісії ДАС №7 від 09.12.2015	11.12.2015	
20.09.2013	598	Регулярні міжнародні	МАУ	AUI	PS	Держава Ізраїль	Дніпро	Тель-Авів	0	4	20.09.2013	20.09.2023		Протокол засідання комісії МІУ № 6 ві д20.09.2013	23.10.2013	
20.09.2013	570	Регулярні міжнародні	МАУ	AUI	PS	Королівство Великої Британії та Північної Ірландії	Київ	Лондон	0	14	20.09.2013			Протокол засідання комісії МІУ № 6 від 20.09.2013	23.10.2013	
20.09.2013	588	Регулярні міжнародні	МАУ	AUI	PS	Республіка Казахстан	Київ	Астана	0	7	20.09.2013			Протокол засідання комісії МІУ № 6 від 20.09.2013	23.10.2013	
20.09.2013	590	Регулярні міжнародні	МАУ	AUI	PS	Держава Ізраїль	Київ	Тель-Авів	0	23	20.09.2013	20.09.2023		Протокол засідання комісії МІУ № 6 від 20.09.2013	23.10.2013	
29.07.2015	601	Регулярні міжнародні	МАУ	AUI	PS	Республіка Польща	Київ	Варшава	0	14	20.09.2013			Протокол засідання комісії ДАС № 2 від 01.07.2015	29.07.2015	
20.09.2013	577	Регулярні міжнародні	МАУ	AUI	PS	Республіка Австрія	Одеса	Відень	0	7	20.09.2013			Протокол засідання комісії МІУ № 6 від 20.09.2013	23.10.2013	
31.01.2014	605	Регулярні міжнародні	МАУ	AUI	PS	Республика Вірменія	Київ	Єреван	0	14	20.09.2013	20.09.2023		Протокол засідання комісії МІУ № 11 від 31.01.2014	20.02.2014	
22.03.2016	574	Регулярні міжнародні	МАУ	AUI	PS	Королівство Бельгія	Київ	Брюссель	0	14	20.09.2013	20.09.2023		Протокол засідання комісії ДАС № 10 від 22.03.2016	22.03.2016	
20.09.2013	580	Регулярні міжнародні	МАУ	AUI	PS	Швейцарія	Київ	Цюрих	0	7	20.09.2013	20.09.2023		Протокол засідання комісії МІУ № 6 від 20.09.2013	23.10.2013	
31.01.2014	582	Регулярні міжнародні	МАУ	AUI	PS	Португальська Республіка	Київ	Лісабон	0	4	20.09.2013	20.09.2023		Протокол засідання комісії МІУ № 11 від 31.01.2014	20.02.2014	
05.10.2016	589	Регулярні міжнародні	МАУ	AUI	PS	Литовська Республіка	Київ	Вільнюс	0	21	20.09.2013			Протокол засідання комісії ДАС № 17 від 26.09.2016	05.10.2016	
20.09.2013	567	Регулярні міжнародні	МАУ	AUI	PS	Федеративна Республіка Німеччина	Київ	Франкфурт	0	7	20.09.2013	20.09.2023		Протокол засідання комісії МІУ № 6 від 20.09.2013	23.10.2013	
20.09.2013	610	Регулярні міжнародні	МАУ	AUI	PS	Китайська Народна Республіка	Київ	Пекін	0	7	20.09.2013	20.09.2023		Протокол засідання комісії МІУ № 6 від 20.09.2013	23.10.2013	
31.01.2014	594	Регулярні міжнародні	МАУ	AUI	PS	Республіка Туреччина	Київ	Стамбул	0	16	20.09.2013			Протокол засідання комісії МІУ № 11 від 31.01.2014	20.02.2014	
20.09.2013	421	Регулярні міжнародні	РОЗА ВІТРІВ	WRC	7W	Республіка Хорватія	Київ	Пула	0	3	20.09.2013	20.09.2023		Протокол засідання комісії МІУ № 6 від 20.09.2013	23.10.2013	
31.01.2014	611	Регулярні міжнародні	МАУ	AUI	PS	Російська Федерація	Київ	Санкт-Петербург	0	14	20.09.2013			Протокол засідання комісії МІУ № 11 від 31.01.2014	20.02.2014	
20.09.2013	447	Регулярні міжнародні	Українсько-середземноморські авіалінії	UKM	UF	Хашимітське Королівство Йорданія	Київ	Амман	0	2	20.09.2013			Протокол засідання комісії МІУ № 6 від 20.09.2013	25.10.2013	
27.12.2013	568	Регулярні міжнародні	МАУ	AUI	PS	Федеративна Республіка Німеччина	Київ	Берлін	0	14	20.09.2013	20.09.2023		Протокол засідання комісії МІУ № 10 від 27.12.2013	27.01.2014	
20.09.2013	602	Регулярні міжнародні	МАУ	AUI	PS	Російська Федерація	Київ	Калінінград	0	7	20.09.2013			Протокол засідання комісії МІУ № 6 від 20.09.2013	23.10.2013	
01.08.2016	581	Регулярні міжнародні	МАУ	AUI	PS	Італійська Республіка	Київ	Мілан	0	14	20.09.2013			Протокол засідання комісії ДАС № 15 від 26.07.2016	01.08.2016	
31.01.2014	569	Регулярні міжнародні	МАУ	AUI	PS	Французька Республіка	Київ	Париж	0	14	20.09.2013	20.09.2023		Протокол засідання комісії МІУ № 11 від 31.01.2014	20.02.2014	
09.12.2015	446	Регулярні міжнародні	Дніпроавіа	UDN	Z6	Грузія	Дніпро	Батумі	0	7	20.09.2013			Протокол засідання комісії ДАС №7 від 09.12.2015	11.12.2015	
27.12.2013	597	Регулярні міжнародні	МАУ	AUI	PS	Держава Ізраїль	Одеса	Тель-Авів	0	7	20.09.2013	20.09.2023		Протокол засідання комісії МІУ № 10 від 27.12.2013	27.01.2014	
22.03.2016	572	Регулярні міжнародні	МАУ	AUI	PS	Республіка Австрія	Київ	Відень	0	14	20.09.2013			Протокол засідання комісії ДАС № 10 від 22.03.2016	22.03.2016	
05.04.2016	575	Регулярні міжнародні	МАУ	AUI	PS	Королівство Іспанія	Київ	Барселона	0	9	20.09.2013			Протокол засідання комісії ДАС № 11 від 05.04.2016	06.04.2016	
31.01.2014	599	Регулярні міжнародні	МАУ	AUI	PS	Республіка Кіпр	Київ	Ларнака	0	11	20.09.2013			Протокол засідання комісії МІУ № 11 від 31.01.2014	20.02.2014	
20.09.2013	431	Регулярні міжнародні	Дніпроавіа	UDN	Z6	Республіка Туреччина	Дніпро	Стамбул	0	7	20.09.2013			Протокол засідання комісії МІУ № 6 від 20.09.2013	24.10.2013	
12.12.2016	571	Регулярні міжнародні	МАУ	AUI	PS	Королівство Нідерланди	Київ	Амстердам	0	14	20.09.2013	20.09.2023		Протокол засідання комісії ДАС № 19 від 30.11.2016	12.12.2016	
20.09.2013	608	Регулярні міжнародні	Українсько-середземноморські авіалінії	UKM	UF	Ліванська Республіка	Київ	Бейрут	0	2	20.09.2013	20.09.2023		Протокол засідання комісії МІУ № 6 від 20.09.2013	25.10.2013	
20.09.2013	592	Регулярні міжнародні	МАУ	AUI	PS	Російська Федерація	Київ	Новосибірськ	0	7	20.09.2013			Протокол засідання комісії МІУ № 6 від 20.09.2013	23.10.2013	
20.09.2013	587	Регулярні міжнародні	МАУ	AUI	PS	Республіка Казахстан	Київ	Алмати	0	7	20.09.2013			Протокол засідання комісії МІУ № 6 від 20.09.2013	23.10.2013	
20.09.2013	420	Регулярні міжнародні	РОЗА ВІТРІВ	WRC	7W	Республіка Хорватія	Київ	Спліт	0	3	20.09.2013	20.09.2023		Протокол засідання комісії МІУ № 6 від 20.09.2013	23.10.2013	
20.09.2013	583	Регулярні міжнародні	МАУ	AUI	PS	Федеративна Республіка Німеччина	Київ	Мюнхен	0	7	20.09.2013	20.09.2023		Протокол засідання комісії МІУ № 6 від 20.09.2013	23.10.2013	
20.09.2013	440	Регулярні міжнародні	Дніпроавіа	UDN	Z6	Грузія	Дніпро	Тбілісі	0	7	20.09.2013			Протокол засідання комісії МІУ № 6 від 20.09.2013	24.10.2013	
09.12.2015	609	Регулярні міжнародні	Українсько-середземноморські авіалінії	UKM	UF	Ісламська Республіка Іран	Київ	Тегеран	0	4	20.09.2013	20.09.2023		Протокол засідання комісії ДАС №7 від 09.12.2015	11.12.2015	
28.08.2015	607	Регулярні міжнародні	МАУ	AUI	PS	Чеська Республіка	Київ	Прага	0	17	20.09.2013			Протокол засідання комісії ДАС №4 від 28.08.2015	28.08.2015	
20.09.2013	593	Регулярні міжнародні	МАУ	AUI	PS	Російська Федерація	Київ	Москва	0	49	20.09.2013			Протокол засідання комісії МІУ № 6 від 20.09.2013	23.10.2013	
22.11.2013	585	Регулярні міжнародні	МАУ	AUI	PS	Об'єднані Арабські Емірати	Київ	Дубай	0	14	20.09.2013			Протокол засідання комісії МІУ № 9 від 22.11.2013	09.12.2013	
22.11.2013	604	Регулярні міжнародні	МАУ	AUI	PS	Російська Федерація	Київ	Сочі	0	7	20.09.2013			Протокол засідання комісії МІУ № 9 від 22.11.2013	09.12.2013	
20.09.2013	578	Регулярні міжнародні	МАУ	AUI	PS	Королівство Іспанія	Київ	Мадрид	0	7	20.09.2013			Протокол засідання комісії МІУ № 6 від 20.09.2013	23.10.2013	
22.11.2013	432	Регулярні міжнародні	Дніпроавіа	UDN	Z6	Російська Федерація	Івано-Франківськ	Москва	0	14	20.09.2013			Протокол засідання комісії МІУ № 9 від 22.11.2013	09.12.2013	
01.08.2016	573	Регулярні міжнародні	МАУ	AUI	PS	Італійська Республіка	Київ	Рим	0	14	20.09.2013			Протокол засідання комісії ДАС № 15 від 26.07.2016	01.08.2016	
20.09.2013	584	Регулярні міжнародні	МАУ	AUI	PS	Швейцарія	Київ	Женева	0	7	20.09.2013	20.09.2023		Протокол засідання комісії МІУ № 6 від 20.09.2013	23.10.2013	
22.03.2016	579	Регулярні міжнародні	МАУ	AUI	PS	Фінляндська Республіка	Київ	Гельсінкі	0	14	20.09.2013	20.09.2023		Протокол засідання комісії ДАС № 10 від 22.03.2016	22.03.2016	
20.09.2013	586	Регулярні міжнародні	МАУ	AUI	PS	Грузія	Київ	Тбілісі	0	14	20.09.2013			Протокол засідання комісії МІУ № 6 від 20.09.2013	23.10.2013	
31.01.2014	606	Регулярні міжнародні	МАУ	AUI	PS	Азербайджанська Республіка	Київ	Баку	0	7	20.09.2013	20.09.2023		Протокол засідання комісії МІУ № 11 від 31.01.2014	20.02.2014	
28.08.2015	430	Регулярні міжнародні	Дніпроавіа	UDN	Z6	Російська Федерація	Дніпро	Москва	0	21	20.09.2013			Протокол засідання комісії ДАС №4 від 28.08.2015	28.08.2015	
09.12.2015	470	Регулярні міжнародні	Азур Ейр Україна	UTN	QU	Королівство Іспанія	Київ	Барселона	0	7	20.09.2013			Протокол засідання комісії ДАС №7 від 09.12.2015	11.12.2015	
02.07.2015	595	Регулярні міжнародні	МАУ	AUI	PS	Республіка Туреччина	Одеса	Стамбул	0	14	20.09.2013			Протокол засідання комісії ДАСУ №2 від 01.07.2015	03.07.2015	
31.01.2014	600	Регулярні міжнародні	МАУ	AUI	PS	Грецька Республіка	Київ	Афіни	0	10	20.09.2013			Протокол засідання комісії МІУ № 11 від 31.01.2014	20.02.2014	
09.12.2015	451	Регулярні міжнародні	Азур Ейр Україна	UTN	QU	Російська Федерація	Київ	Москва	0	21	20.09.2013			Протокол засідання комісії ДАС №7 від 09.12.2015	11.12.2015	
15.05.2014	134	Регулярні міжнародні	МАУ	AUI	PS	Республіка Австрія	Київ	Зальцбург	0	3	26.07.2013			Протокол засідання комісії МІУ № 14 від 15.05.2014	12.06.2014	
15.05.2014	41	Регулярні міжнародні	МАУ	AUI	PS	Латвійська Республіка	Київ	Рига	7	14	01.06.2013			Протокол засідання комісії МІУ № 14 від 15.05.2014	12.06.2014	
15.08.2013	51	Регулярні міжнародні	РОЗА ВІТРІВ	WRC	7W	Республіка Болгарія	Київ	Софія	1	3	01.06.2013			Протокол засідання комісії МІУ № 5 від 15.08.2013	02.09.2013	
22.11.2013	27	Регулярні міжнародні	Дніпроавіа	UDN	Z6	Держава Ізраїль	Дніпро	Тель-Авів	0	3	01.06.2013	31.05.2023		Протокол засідання комісії МІУ № 9 від 22.11.2013	09.12.2013	
01.08.2016	38	Регулярні міжнародні	МАУ	AUI	PS	Італійська Республіка	Київ	Венеція	0	7	01.06.2013			Протокол засідання комісії ДАС № 15 від 26.07.2016	01.08.2016	
27.12.2013	32	Регулярні міжнародні	МАУ	AUI	PS	Республіка Болгарія	Київ	Бургас	0	4	01.06.2013			Протокол засідання комісії МІУ № 10 від 27.12.2013	27.01.2014	
15.08.2013	52	Регулярні міжнародні	РОЗА ВІТРІВ	WRC	7W	Королівство Іспанія	Київ	Барселона	1	3	01.06.2013			Протокол засідання комісії МІУ № 5 від 15.08.2013	02.09.2013	
22.11.2013	23	Регулярні міжнародні	Дніпроавіа	UDN	Z6	Російська Федерація	Київ	Москва	0	7	01.06.2013			Протокол засідання комісії МІУ № 9 від 22.11.2013	09.12.2013	
15.05.2014	40	Регулярні міжнародні	МАУ	AUI	PS	Королівство Іспанія	Київ	Тенеріфе	0	3	01.06.2013			Протокол засідання комісії МІУ № 14 від 15.05.2014	12.06.2014	
